Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
9.2667720971,-0.5047980814,1.4411161921,-3.366436145,-6.3007877207,2.7440268665,-0.0852437931,-4.524264211,-0.5559415834,4.8948806589,-3.5005907672,-5.3845178537,-6.4857786224,-7.585502603,-2.1941132893,-8.1777757902,-12.1440351573,-2.6468894876,-5.7027620582
8.3671729278,-0.9432057708,1.2950363946,-2.9743561425,-5.2754189455,3.4566382387,-0.1696092469,-3.9148368376,-1.5120059663,2.0679540049,-4.0936035697,-5.8390301968,-6.243959567,-6.7940303141,-1.7733736605,-5.956151151,-11.4730566712,-3.2643992064,-4.7548006385
10.8182527665,0.6215395987,3.0498811898,-0.4046027086,-1.0572079031,6.0509555843,0.8762230704,0.710796964,0.0680558125,1.6944875327,-2.1329024717,-3.8657796197,-3.8066180107,-3.4035502082,-0.9395623019,-4.0315909516,-6.5218175294,-1.0337102475,-1.9025632863
12.4762145414,1.0876260894,2.9529015487,0.1791243942,1.7494559389,6.7701992507,1.5227087538,2.7796254044,0.3148914998,0.4803630674,-1.3257869961,-2.2109971696,-2.9130428146,-2.421838228,-2.4147396632,-4.5581674302,-2.6840570579,-0.1689542794,-1.1391981205
13.4657887963,1.4091138071,2.3135804921,0.0709771022,2.9988326153,6.1984730926,1.9683989486,1.8139520235,0.8307562763,0.855644097,-0.2690813934,-0.2063330569,-2.2942489071,-2.9673435494,-2.2817207591,-3.9428807241,-0.6434255184,0.2962659187,-0.928721929
15.1265867125,3.1299395904,2.9339858724,1.4658743567,4.9006713322,6.5194940658,1.4907641821,0.5968013997,3.8247765377,5.2934103668,2.7251717895,2.8461726515,0.0434770768,-1.5390633529,2.2052517062,-0.4373395734,1.2503896591,2.4095450071,0.5353908496
14.0178468088,3.2938963078,2.0012162166,1.3741503291,4.7289629249,5.5297945794,-2.4451152145,-2.7637608616,5.2883826291,6.9287138792,3.8426397119,4.3108894601,0.8151647344,-0.6648140298,5.8628579308,2.5600525343,0.9645766268,3.255077325,-0.1012177635
10.515371373,1.7732466373,-0.2035951284,-0.5252989728,2.2360608464,3.3115620892,-6.3019585799,-7.2151210181,3.993347177,5.2007297335,2.7910876399,3.5153770706,-1.1023457466,-1.6302743345,5.3227144162,3.2747132365,-1.1745081516,2.4945383856,-2.851863889
10.1706058706,2.3455532513,-0.0812485701,-0.6481951495,1.8165359619,3.739033449,-4.8467069194,-6.757319256,4.2878547686,8.7011795439,3.4298752681,3.3113964681,-1.7961249501,-1.1686817409,5.0604481621,3.6796078059,-1.1671793001,3.0269737736,-3.2287700668
12.1979519924,3.9254931328,0.4608359358,-0.4609509992,2.2797161344,5.5836006268,-0.2946574519,-3.0385246648,5.3611290271,15.4102351255,3.9965071399,3.3211426507,-1.6277010411,-0.1902087307,6.27289321,3.6386458621,-0.3300831019,2.8213908809,-2.852056527
12.8481540162,3.9531142591,-1.3936165608,-2.4905368877,0.7455285522,5.9308771626,2.4628876663,-1.7744201554,3.9786181729,18.7352940283,2.5759592569,2.0291783719,-3.0359310743,-1.4728154344,5.3499026853,3.3634966471,-0.7160490032,0.2042002556,-5.151601383
13.7699960184,4.6665773988,-2.0789288651,-3.6714563811,-0.1036990942,6.9436244763,3.1662679298,-1.9275270225,3.0878338571,19.610120124,2.582651776,1.9551888999,-2.9275160567,-2.3027700427,4.6896778369,6.3514583079,1.3775235867,-0.4209155409,-6.310951548
14.6641944643,6.5368471203,0.5608508201,-2.2868741672,1.0563318023,8.954519277,2.8781398763,-1.2677209163,4.2448748413,17.7937200699,4.0233700535,3.0399123162,-0.5834399136,-0.6648498041,5.8640803456,10.2691069584,5.3992508963,1.705283973,-4.3030764613
12.3029230612,6.3267848456,3.3237133614,-0.9928473162,1.2315807849,8.9835100559,0.810686962,-0.9323508907,4.1883811739,12.922730405,3.4880238782,1.9774433809,-0.3939636983,0.1252826686,5.0287290045,8.97556485,5.4754093208,2.2491370289,-2.7314905865
9.8596610643,4.8226955664,5.7563343303,0.1327058737,0.7795593478,8.5970965217,-0.4022234108,0.0411925724,3.7698675505,10.908473161,2.2062991787,0.3625966733,-1.7137913268,-0.4777115469,4.0610937919,4.9289689502,2.1130357324,2.3245918213,-1.5333125957
11.3512280712,5.464645654,9.2538537059,2.7166769377,2.2580566588,10.4914251715,1.6928040604,3.1178213745,5.6371299357,14.9777233356,2.7710328734,0.8129997443,-1.6287339459,-0.1933204329,5.9692559336,3.0707807726,-0.4172931113,4.3670769887,0.7505619448
14.0325340103,7.3814839306,10.9463831901,3.9257760132,3.0186020203,12.4635669967,3.579809752,4.3155104732,7.0364544336,19.8587072617,3.2599139364,0.9239896203,-2.2429291449,-0.7848687294,7.7139016098,1.489461006,-2.7884619405,4.6063771114,0.904809338
15.6600086088,8.8132740972,9.7516771851,1.9071464978,1.1407010184,13.283981739,4.2029434954,2.2582853218,6.5974389812,21.0627899794,2.8549009328,-0.2272555671,-3.9799751373,-3.1159396238,8.6891865089,-0.5537736252,-5.4763653914,2.1006610674,-1.4683041749
18.2080199429,11.1881765295,9.6662591247,0.9383719203,0.9346474151,15.19995747,6.3415845689,2.7757007,7.7299191765,20.3580943981,4.8127123272,0.3277760196,-2.9168772887,-3.6982123128,11.2807977667,0.2407046539,-5.0730007272,1.7391007246,-1.6676561805
22.4334216628,14.3102531559,11.2650671835,2.7776768165,3.8128980692,18.1541720564,8.1245680525,6.2170152631,10.592037057,20.1549714983,8.9015009668,2.7456365369,0.5259746153,-1.7372808656,13.9659777791,2.7045239248,-1.5152093429,4.1316961665,0.2708112422
26.5289059504,16.0234599514,11.239681379,3.7856095577,5.4185628351,20.0410505762,6.4071414866,6.6145913531,12.6074518519,21.4541516786,11.4560323533,4.3400627394,1.9772406979,-0.3487959869,14.8768168801,2.8550608325,1.3719145193,5.5572821387,0.5074925899
30.6629629735,17.4477792409,10.4422283488,3.9832054576,5.3003339056,21.3880393891,4.5281414347,5.4370062266,14.5926376304,26.512048827,13.4379565739,5.616429144,2.2890988155,0.6787584336,16.9110058225,2.5822704961,3.4943417395,6.361426108,0.6319813647
35.7295935549,19.8372203938,11.4017153903,6.1343751984,6.2854436671,23.4190663677,6.2272164091,7.6821091435,17.822102263,34.0709222501,17.1560184282,8.3253924099,4.4025569749,3.7639676944,21.3127263513,5.2112812521,6.7109903275,8.8491442361,3.4000224626
39.1953584088,21.0318540206,12.5842025305,8.4859669407,7.3253526909,24.83254809,8.2178979476,10.4957037597,20.2121223825,37.697171573,20.227755043,10.5192706564,6.4916108472,6.9206440998,24.1938738184,7.9380418143,9.34019505,10.998332677,5.886452478
40.708191848,21.2889921325,13.5155339623,9.826722953,8.573118806,25.4873390604,8.7186524579,12.0522898174,21.628625685,37.088195257,22.4487247782,11.7789354549,7.952335308,8.873183946,24.541017375,9.498317865,11.3196024007,12.1771511627,7.2010006536
42.792225672,22.5192303366,15.4315726498,11.9303960736,11.4331064611,26.6038019245,10.4704478758,15.0515092003,24.3876459339,36.2348219543,26.1951655128,14.0748041204,10.4878772787,11.180999809,23.108389509,12.2086992978,14.2164389541,14.5879133684,9.9605385856
44.2304705501,22.7509862853,15.7090680876,12.7674156494,12.3301456077,26.6963630543,11.4615212885,16.3576639857,25.59498606,34.2635981969,28.6871641354,15.1307575131,12.0450652967,11.7270429791,18.8163359405,13.9726690835,15.8277140288,15.5576716311,11.9365693356
44.1833257482,21.6454986,13.3150560777,11.0600930129,9.9696700271,25.4382313338,9.5682786283,13.8789528143,23.0114516247,33.2154187998,27.7421448741,13.7527265448,11.6910201085,9.8171521177,16.7572620937,14.6405903419,15.7539362796,13.7494394196,11.642148825
44.6677008173,22.3472729004,11.8289192926,10.429389384,8.116221256,25.3284329537,8.0789541329,12.4412027084,21.4352147849,36.8650171541,26.6190491444,13.7060476849,12.4192439031,9.2893027407,23.3567073265,18.2501210665,15.9718073259,13.3334693914,12.4646448435
44.2870690896,23.6003404919,11.1697760926,10.6036401023,7.3619349804,25.2665429144,7.3107669196,12.3714528787,21.7565558673,41.6583370653,26.5061874148,15.126715754,13.5020518663,9.8594802538,34.2287353633,21.9587674268,15.1582154305,13.6807987175,13.3625966236
40.5665205899,21.5700573561,8.4054749997,8.6955357926,6.0179266758,22.5534812148,6.0186500671,10.6503500707,19.9709273071,44.1212416448,24.6946346853,14.3193913714,11.8398992637,8.7487878802,40.6696116529,20.4141036467,12.2821385329,11.1464921081,11.0308229073
35.9870570034,17.4360902677,5.3944330728,6.9091834501,5.4514441134,19.1238042446,7.2119639932,9.673778461,16.9012197691,45.3351291996,20.9400332247,11.6296163074,9.2662593798,7.6306881051,39.5067662941,15.1420897559,9.3673280943,7.6682340229,8.247610595
32.4105589079,13.8649403479,4.8308497518,6.9104455192,6.7104081197,16.8244383371,9.7433043964,10.9374550404,14.45207124,44.6578491803,17.21849849,9.5291351137,7.8857296189,7.7658278912,32.489165461,9.1507868445,7.5225774176,5.7098123721,7.6425144933
27.3584035107,10.2389374587,4.9286815462,6.3299875442,7.6030467494,13.9292752219,8.2123916475,11.2420845772,11.2085653319,39.0158953874,13.2342540295,7.4887915264,5.8548282658,7.1599553636,23.8545809063,3.2670106283,5.7116661668,4.0339163205,6.8214587635
22.0468778441,7.7923380958,5.6390451958,5.9875554864,8.4010825207,10.8982289285,6.0165911075,11.4724700199,8.6782233758,29.8315661647,10.833981426,6.2592901164,4.6976723408,7.0539865616,19.3135574116,0.9853127631,5.257549745,3.9059415684,6.1040921268
19.6551704065,8.8558658108,8.9386396679,7.9152166319,10.4078478571,9.7161394043,8.0399111734,14.2204723911,9.8903184126,22.5438571653,12.9812138464,7.9034494289,7.2427747428,9.4676082339,20.2710994155,5.0844649527,8.0347265747,6.9483705813,8.0668640307
17.4778276611,10.5807736339,11.7097393351,9.109637115,10.8452947394,9.1910629425,9.3143385556,15.5003972124,11.6925894566,17.7131197505,15.5131704833,9.7264570387,9.5588595377,11.4424427989,20.5177683559,10.7839407971,10.7034034782,9.0234927184,9.7468093377
13.6069387448,10.2453907361,11.4038806375,8.2424320807,9.2298922871,8.0781068969,8.1729863124,13.6228300734,10.8147660947,15.0913683333,14.580482863,9.5028708705,9.0797008967,11.4365948723,17.351618409,13.3503815346,11.4183358684,8.1500109051,8.6706545286
10.2024560093,8.9811809446,10.5203128732,7.8066591608,7.8494265787,6.9397176418,8.9309664385,12.0977146787,9.2766958313,17.1584119971,12.2065274847,9.1239380611,8.5450178989,11.0249066965,15.6181180016,13.7149689537,12.7042039419,7.2488524166,7.6201732496
5.9657657166,6.3464391489,8.909975813,6.6900724028,5.428925285,5.0375674462,9.9727053421,9.9471864051,6.8972277794,18.9182994684,8.2211894177,8.0060881211,7.1736706124,8.7220168652,15.1841582719,11.7914501713,12.6940337381,5.958096994,6.1913789272
-1.8109950977,1.3190352009,4.6444353394,3.0634344158,0.6979236248,0.8454535001,8.0610189444,5.496745679,1.8957296607,13.104444283,2.0009501466,4.4903195584,3.6637083303,3.5891152708,10.8270620096,6.974225876,8.6563806597,2.7640811342,2.0404960401
-10.0086932184,-3.0585684469,0.8876480428,0.2723952893,-2.3950886214,-3.9804544655,5.3775597761,1.6291983585,-2.2728777004,3.5877350395,-1.1636161846,1.9413927514,2.1921948335,0.4975456175,3.7024510315,3.4769284614,5.5293342315,0.4636863744,-0.8516289046
-15.4877189233,-4.3292957657,0.2925974915,0.6944982146,-0.9324197747,-7.4964856776,4.3755472046,0.6634643869,-2.7214722681,-3.6099145789,1.1041596312,2.7232272161,4.1172667256,2.1407954019,-1.6968013921,3.7122149484,7.2727830136,0.5701949698,0.4991570968
-21.9586398293,-5.9785003993,-0.8733881591,-0.1881883753,-0.2105433855,-12.4992398315,3.2668983856,0.1110162989,-3.7973635651,-11.0408948966,1.5846247077,1.9845555307,3.6522207445,2.8495643225,-6.0289000961,2.2521897008,8.186346503,-0.9693514536,0.786485638
-29.8213854192,-9.1436663979,-3.0142039203,-3.9438545054,-2.6199256599,-18.0467995283,2.4821164996,-2.4553917836,-7.2314639137,-18.7102097762,-2.3062547164,-1.8408876293,-0.0155332229,0.3824919872,-8.598140413,-2.343985301,5.0687197552,-4.4369376058,-1.4035361649
-33.3821730414,-10.0782372439,-1.7535044316,-5.1441267755,-2.7552679734,-18.2458830856,2.9272091615,-3.7064414477,-8.4946101098,-20.8802679828,-4.8477021617,-3.7470523997,-1.171696742,-0.5609241602,-7.1195729217,-4.9438165051,3.1221291875,-4.60638161,-0.8291705224
-33.8765427076,-10.939708644,-0.6072219529,-4.6553153817,-1.7594634871,-16.0068247673,-2.0104874298,-3.2208974582,-9.2375748024,-20.4498648265,-7.135827555,-4.2352127255,-1.2748848917,-1.3119424904,-8.3605377077,-6.9353939984,1.9817291502,-3.3842457582,0.2334259833
-35.9195001729,-14.8525034813,-4.5883668675,-7.1463484273,-3.7780539062,-16.8391330787,-11.5925412495,-5.0146870963,-12.9671117675,-23.4241163771,-12.3961287486,-5.867744655,-4.2231164808,-5.0364710021,-15.5149773649,-9.7553210645,-2.2045089404,-5.2435878215,-2.7015966687
-37.9959600669,-17.802965067,-9.5882182995,-9.9712191411,-5.7554859559,-18.1209281449,-15.450873071,-7.106282553,-15.723935309,-27.3082469742,-15.761424647,-6.1328955948,-6.619554896,-7.849231082,-19.858467391,-9.1197741759,-5.7970830098,-6.9326102874,-5.6794931519
-39.1789760142,-18.2300151125,-12.586083748,-10.9115480159,-6.3325903397,-18.9655110765,-13.3584662614,-7.0688810531,-16.5203175213,-31.5078313877,-15.9812750984,-5.7021423451,-7.2609449562,-8.3882644175,-19.749140022,-6.8530316544,-6.7182710806,-7.1391024307,-6.7161144865
-40.9519152495,-19.1509460089,-15.5033319854,-12.8392427855,-8.9414699053,-21.4591178418,-9.8911638353,-7.3099294327,-18.8502903533,-37.5488920512,-17.9987374909,-8.1518213656,-9.4264869609,-10.521314497,-20.190765703,-7.8361377294,-8.0964244137,-9.1756835642,-8.9750203776
-41.2350985842,-20.1965890356,-17.5369429805,-15.3695265794,-12.7869714649,-22.8523181471,-5.9816619664,-7.2566570277,-21.1123503473,-39.6717971647,-20.5347064481,-11.4239028904,-11.9305777598,-13.4434635515,-20.2971821666,-10.4494294128,-9.1650965383,-11.4979570211,-11.3928233755
-38.734852248,-19.798086389,-17.0828894805,-15.3141285271,-13.7274946965,-21.0891235465,-4.4383657788,-5.283384584,-20.7500856302,-35.3595863193,-20.4812451933,-12.0376583455,-12.0994104377,-13.5588899583,-19.3004153163,-10.3595679573,-7.8695620574,-11.550418074,-11.893250224
-37.1563176836,-19.5022358322,-15.7345000292,-13.6138479254,-12.1580697954,-19.4514261822,-6.5301386156,-3.9789922955,-19.7763860801,-31.0410900961,-20.1347899758,-11.6071177096,-11.3967325739,-12.2265060634,-20.0829378096,-7.7854757387,-5.9630975638,-11.642077964,-12.2522368492
-38.3728856972,-20.2671691875,-14.6993188689,-12.5037386017,-10.8931950573,-20.4614920078,-8.5714467657,-4.6431657181,-20.0399304708,-30.4657132014,-20.5114529885,-12.2836578605,-11.4793356725,-11.5930809351,-23.2548597399,-8.0795758609,-5.2901778986,-12.8586063647,-12.6319005182
-40.3570747175,-21.2130613473,-13.2041896892,-11.7213869183,-10.6459548551,-22.9215149559,-7.4697741583,-6.1382173143,-20.9679477181,-33.8291877669,-20.8761919705,-13.3124131413,-11.584380334,-11.2367263779,-27.066393151,-13.0921284451,-5.7727533537,-13.298740189,-11.8155982765
-42.7628500868,-22.4208580683,-11.5866181095,-11.3086488734,-11.5138703705,-24.8867921433,-5.7979623537,-8.3187478324,-22.513656117,-41.7366459907,-21.808537608,-14.1256955192,-11.1821462973,-11.2804382988,-31.8605129706,-18.1999972999,-6.7549353101,-13.0094257584,-11.2124514026
-45.3225782483,-23.3124441085,-10.4523811328,-10.8470136477,-11.9519929907,-25.3941270807,-6.1006461525,-9.3603791912,-23.8846419501,-48.0199914339,-22.6325356297,-14.4078987427,-10.327859738,-10.8701216734,-35.0888507053,-19.688895807,-6.84245524,-12.7093239277,-11.27201038
-46.0071824801,-22.2250655974,-8.5607214173,-8.6035513367,-9.5753102924,-24.4518795081,-4.7872691648,-6.7943770968,-22.9884651364,-44.6487113978,-22.4266110637,-13.5138672205,-8.4939293213,-8.117011635,-30.3104498684,-17.4025110638,-5.0326965277,-11.5069161331,-10.2038440649
-46.1022914653,-20.050902539,-6.5847431798,-5.9207148885,-6.4666551841,-23.6987317109,-1.9515374228,-3.0161264929,-21.5419862627,-36.5550317997,-22.3272438056,-12.8198990314,-7.1335175973,-4.9423936231,-20.7298177089,-14.3452611201,-3.6124750417,-10.2408035349,-8.4748610102
-46.9383049678,-18.1445167189,-6.3267685496,-4.9469709428,-5.6351090128,-24.3018795033,-4.1489647107,-1.9210784682,-21.1377750803,-31.8366168711,-22.4058164143,-12.8608899747,-7.4957236066,-4.0051298747,-14.8374044156,-12.8304669466,-3.6578505822,-10.195843585,-7.2088833561
-44.796316193,-14.8517875241,-5.39878403,-3.0067201952,-4.5009946891,-23.7834136726,-9.0033880611,-1.684063035,-18.1122524449,-29.4000835018,-19.6454561649,-10.5376949146,-6.0857637239,-2.3802905435,-12.3182983211,-10.2879267737,-1.5372520087,-8.4614932344,-4.0948514678
-40.1603950887,-10.8241985123,-3.0856237656,0.6068252766,-1.4728112744,-21.8194701375,-9.1499971156,0.0506107139,-13.1312559733,-29.5904919008,-14.8078413709,-6.2595910349,-2.3582576317,1.2879840815,-11.3045838605,-7.2394778948,2.0055977271,-4.4232930251,0.6459263741
-38.8997860652,-10.0174088495,-3.2654499283,1.6389692279,0.2050161258,-21.6307277948,-8.0075438619,0.9851159133,-11.7497266459,-33.6846335135,-13.3080304971,-4.6527311642,-0.8956324378,2.8870808581,-12.9012847244,-7.0920577011,1.9836164435,-2.9129514148,2.2937860002
-39.7260440664,-11.8343869662,-5.3938099034,0.8482834698,1.056674763,-21.5746523636,-9.652618796,1.25300096,-13.0324668851,-35.8900649588,-14.9651551566,-5.2672678353,-1.4038709636,2.4077680433,-13.8951721774,-6.8279673142,-0.4951490838,-3.8170736243,1.4908784426
-38.3449071287,-13.2112376961,-6.2705387565,1.8019844869,4.0176424866,-19.6883432914,-11.0565943729,2.4880471224,-13.0099543873,-34.9692910018,-15.5704725995,-4.9438959456,-0.5512844419,3.0376225388,-11.8983177283,-4.6504471295,-1.8952921084,-3.3595425486,2.3366137605
-37.7901313073,-15.3900545329,-7.5066692687,2.4202925485,6.872614109,-19.9945676334,-12.5920736989,1.8619172123,-13.5608381228,-37.127963287,-15.5965643637,-5.5190206265,0.00350697,3.8705671437,-12.9015948208,-5.4983940142,-3.6407536309,-3.5753994646,2.9207763958
-40.6304545341,-19.1401849612,-10.596561078,0.5514457335,6.8762878147,-23.9783746002,-14.9004124876,-1.8244585093,-17.2631060428,-40.8248269178,-17.4643550789,-9.6002859554,-2.5161016471,2.9310284069,-20.0153400977,-10.8782547533,-7.3801569339,-7.0308635225,0.6973900287
-41.7598256419,-20.3615710014,-11.8910359168,-0.7160076173,6.1698440206,-26.164519065,-12.4422697548,-3.9792371383,-20.1123211112,-37.8117312768,-19.7200577776,-14.0347048439,-5.2051937855,1.8254857277,-23.8425850651,-16.1600917345,-9.7048327448,-10.0100803431,-0.7946784924
-37.9151111275,-17.4081992024,-9.6343894883,0.0429598887,6.4420522899,-23.2308508747,-4.8705167155,-2.3076539137,-18.8065293316,-28.1676908032,-20.1755002505,-14.985724553,-5.3225196066,2.0215220089,-18.9616971203,-18.4151205397,-8.956789041,-9.7456063549,0.2459947193
-33.9640496262,-14.94018029,-8.5333125181,-0.9249629271,4.5411326998,-19.7538935772,-1.7900600764,-1.0814009901,-17.4339478563,-19.2842957237,-20.5098475278,-14.3045137866,-5.7812865862,0.8562502681,-14.5140166026,-19.2364995667,-9.0212141829,-9.425606913,-0.3441077586
-32.4085610381,-15.1558049512,-10.2911661074,-3.747546083,0.8214329064,-18.8595489737,-6.7773499384,-1.5963099478,-17.688228679,-15.1537283242,-20.5301604421,-13.26268447,-6.5925127547,-1.7270661229,-14.9958189385,-19.0437776899,-9.2769290784,-9.8668818957,-2.6390206591
-30.6879090837,-15.1455610128,-11.2037544888,-4.6214710571,0.3176988855,-18.2012641796,-11.9222915294,0.0831933363,-16.1009881269,-15.9309312084,-17.8431647511,-10.1199928625,-4.8219696221,-2.3295071555,-16.2914760134,-16.1241104057,-6.139436868,-8.3958530577,-2.4473157228
-29.9234021332,-14.4889566788,-11.2667873596,-4.5128009326,1.2137628872,-18.3803900875,-13.5576435185,1.9131030995,-13.7363635985,-21.1848245108,-15.5400071338,-6.8630296885,-2.8405456013,-1.9852052997,-19.4491901865,-12.3251843851,-2.4494302954,-6.7884960681,-1.3694385412
-31.0134441719,-14.2505276788,-11.3771747204,-4.708583805,0.3073804109,-20.3901209826,-13.849380788,-0.5316926199,-12.9098145902,-28.2496799021,-15.6124902934,-5.7416588622,-2.5154635702,-1.7609196846,-22.6667071839,-9.7268516573,-0.5510908268,-6.9034129023,-1.6366237953
-31.3155008184,-13.6916662678,-10.118994329,-3.7231200446,-0.1996000566,-21.1628513972,-11.6174224521,-4.4959825094,-12.4530136391,-32.9771237193,-15.6188998473,-5.8883833202,-2.1002576175,-0.3117212809,-20.2554101324,-8.4473332715,0.1612078628,-7.087318835,-1.3230653237
-31.8357977173,-14.27786512,-9.8707975213,-3.6257793961,-1.3481105642,-20.5664074458,-8.5571034947,-7.7768239261,-14.0251711794,-35.6497579256,-17.0858559728,-8.8232834917,-3.1959505791,-0.1055458766,-16.1665997603,-11.7383623351,-2.6195308009,-8.7164727332,-2.1097111489
-34.175735082,-16.7640480573,-12.1649174069,-5.9589510958,-4.0983715133,-20.2808272706,-8.176472934,-10.7571642914,-18.3639849567,-37.3041727617,-20.382773236,-14.8584798219,-7.5879447421,-2.5600903569,-16.6472979335,-19.0387236583,-8.5187432248,-12.7604618427,-5.6274306836
-34.7838347031,-17.3803533291,-12.8085766969,-7.2134857993,-4.4859158511,-18.2372914063,-7.4908221055,-10.175317627,-20.2108985205,-34.5271331306,-20.2863489307,-18.8776073803,-11.4794567706,-4.0176669746,-20.1552437173,-24.5462892044,-12.8575178953,-14.9631941189,-7.5818435813
-32.9485131095,-15.5900122906,-11.1357180822,-6.7848899228,-3.2064778178,-15.2393028033,-5.3262260352,-6.4594979039,-18.5583390902,-29.3869481823,-17.451578639,-19.4249401275,-12.7713133162,-3.9259376932,-23.0459202638,-28.2565097335,-14.6640688696,-14.5134882007,-7.3757672096
-31.636092399,-14.9022143825,-11.0209315613,-8.014074425,-4.6748051377,-15.9387884458,-4.9902258698,-4.5979394294,-17.8416332184,-28.647895797,-18.1490309837,-20.1692937192,-14.3371144155,-5.1013949046,-24.6652797134,-30.3128512185,-15.7930198457,-15.2228555553,-8.8551699365
-28.5149266147,-14.1097877055,-11.1228710703,-9.2868032463,-6.6782996249,-18.136639253,-5.3215296707,-3.9447812516,-16.7617248199,-30.4376869119,-20.8073136315,-20.3915192946,-14.9359677107,-5.6982072613,-23.4836157376,-27.1528528886,-14.847541091,-15.64121745,-9.7030878498
-22.638252708,-11.1307886105,-9.0290452017,-8.0033340267,-5.9606652948,-16.7320402978,-4.4790459521,-3.6577885862,-13.2876298449,-28.7287600393,-21.206818652,-18.3190068101,-12.314483485,-3.7629933179,-18.6698046505,-21.4397720746,-10.7410591812,-13.2519277028,-7.3534862184
-20.0452865741,-9.5615584442,-8.2330956527,-7.4973268693,-5.9676711294,-14.2108947456,-5.1438681677,-6.866887112,-12.5135558788,-23.9552328674,-22.5251082605,-17.078529319,-10.5937654016,-3.2262175902,-16.2450943116,-18.5158984734,-7.9412320698,-12.0793305309,-6.5125183477
-22.3172760613,-11.0779412675,-9.3939040526,-8.4949847479,-7.9652515833,-13.4491023242,-7.6623328786,-10.919276951,-15.7479220249,-19.926561673,-25.0628633718,-17.2518204887,-10.9918003567,-5.1174229181,-18.1643486311,-17.3233691449,-8.9633785513,-13.8492181801,-8.175157156
-24.4563293078,-12.2785942238,-8.6790031089,-7.2121487451,-8.1579497582,-12.2132326244,-9.331568633,-10.0639516398,-17.6248839683,-18.2100318935,-24.0013557307,-15.6100885259,-9.3918821602,-5.2513624289,-17.827430494,-14.2149340933,-9.2518498898,-14.3220228685,-7.3421358383
-24.4602546633,-12.2978879221,-6.9956390302,-4.5005629364,-6.3756466124,-10.2524803578,-9.7135480119,-5.8710296904,-17.1722806652,-18.2867493789,-20.2250700162,-12.4977821114,-6.1760785435,-3.355513365,-15.0525312419,-11.014647738,-6.5098274853,-12.5796840348,-4.3528561858
-23.6790800557,-12.5359283084,-7.0119550867,-3.5421844026,-4.9984147326,-9.7695335188,-9.4097340612,-3.9409637632,-16.1843534988,-17.6815721842,-17.1334892959,-10.0671023164,-4.4638053714,-1.9829438921,-15.1605156655,-10.9315535092,-3.7842585655,-10.7126106025,-2.8546500294
-21.8583409664,-11.7614370854,-7.2704211209,-3.3727378402,-3.7273221644,-9.9938136332,-7.816848719,-4.7032668098,-13.517786294,-14.093974217,-14.3387011894,-7.8850172939,-3.5875583502,-0.8513753173,-16.3331773508,-11.8848548498,-2.2692724598,-7.9244534375,-2.3216244937
-19.1897003659,-9.2782955906,-6.606729878,-2.3389220374,-2.288165253,-9.166211247,-5.0456371215,-4.8509942889,-9.8436211993,-10.4511198548,-10.9198672196,-5.9680885143,-2.7884683016,0.141030512,-13.9656174811,-12.8363276291,-1.6797896439,-4.9960525075,-1.7719217122
-17.9498734332,-7.2068566227,-6.5382654978,-1.9362869099,-2.5802101759,-8.5054034123,-4.2593986262,-4.3601925776,-8.2458437897,-12.2939041317,-8.3939568813,-6.0961908013,-3.9806419971,-1.1384195477,-10.4909181902,-14.5053414031,-3.4294383693,-5.1886910357,-2.7666810254
-17.4453868708,-5.8666346931,-6.8039074869,-2.4632968032,-4.2518584007,-8.1798868678,-5.7207800561,-3.1156384063,-7.5784529366,-18.2169038529,-7.1747106648,-7.2834162097,-6.3552381597,-3.5623133246,-8.173235029,-13.6379712723,-6.1525204326,-6.4204853283,-4.5065827082
-15.3970297051,-4.3652321812,-6.1144020213,-1.9690457699,-5.1364759416,-6.5384811618,-5.4788510779,-0.2887050204,-5.4365886427,-21.1796316272,-6.0485800883,-7.2253391678,-6.916923128,-4.0321401835,-5.6732644059,-9.3646374271,-6.5343208442,-5.5437751311,-4.5234872055
-13.493737822,-4.4628965457,-6.247453692,-2.1128545764,-6.7042346434,-5.1699591722,-4.6633098599,0.0523995164,-4.621701644,-20.0585674198,-7.1167870282,-7.2466523748,-6.7814978844,-4.5530146167,-6.0840326028,-7.262137935,-5.9650003257,-5.3878084819,-4.7297722707
-12.3114220273,-5.767534575,-7.1379356108,-3.8911567814,-8.9234837564,-4.7497260283,-5.0099526078,-2.6715599521,-5.6949010229,-17.2082980403,-9.699132312,-7.8640122008,-6.8065469172,-5.8309618953,-8.7881797948,-8.8899758143,-5.4386996879,-6.2935324709,-5.7492317736
-9.0349909905,-4.5320049978,-5.2329180606,-3.4948862527,-7.8634143689,-2.7201135676,-3.5017989862,-3.4003313388,-3.9283872234,-10.5365599794,-8.2510946769,-6.3952420016,-4.170549045,-4.3646654786,-7.2745834563,-8.346085426,-2.575158442,-4.2282903177,-3.6877505644
-5.0045144501,-1.5368747458,-1.4108462063,-1.2028270276,-4.4723979848,-0.3571689739,-0.5111434819,-2.1977768556,-0.1030805642,-1.2706197661,-4.0478093265,-3.0081117799,-0.2617941613,-1.8818548354,-3.9216666203,-4.5290503781,0.3325926599,-0.5015264654,-0.0948300343
